Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1733420804339,05/12/2024 17:46:44,1733399204339,-6,05/12/2024 05:46:44,187004,8,task-e25r,repeat-3dmk#3->-repeat-tj2w#2,41835305,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Subjective rating task (Clone),5,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,emo_2_try,emo_2_try,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1733420805330,05/12/2024 17:46:45,1733399205330,-6,05/12/2024 05:46:45,187004,8,task-e25r,repeat-3dmk#3->-repeat-tj2w#2,41835305,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Subjective rating task (Clone),5,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,emo_2_try,emo_2_try,1,instructions,Screen 5,e3ks8t,1,continue,,999.9319999999998,998.5320000000002,999.9319999999998,999.9319999999998,998.5320000000002,999.9319999999998,1,999.9319999999998,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,
3,1733420808329,05/12/2024 17:46:48,1733399208329,-6,05/12/2024 05:46:48,187004,8,task-e25r,repeat-3dmk#3->-repeat-tj2w#2,41835305,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Subjective rating task (Clone),5,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,emo_2_try,emo_2_try,1,instructions,Screen 6,yf7ssf,2,timedOut,,3000.199999998882,2999.8999999999996,3000.199999998882,3000.199999998882,2999.8999999999996,3000.199999998882,1,3000.199999998882,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,
4,1733420808336,05/12/2024 17:46:48,1733399208336,-6,05/12/2024 05:46:48,187004,8,task-e25r,repeat-3dmk#3->-repeat-tj2w#2,41835305,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Subjective rating task (Clone),5,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 1,l8m57c,1,info,,7,0,7,7,0,7,1,7,0,0,,Slider,Slider,4,object-51,image,47,fdc9e62b6263dadd11d44260bb730622.jpg,target,,F,,target,
5,1733420812202,05/12/2024 17:46:52,1733399212202,-6,05/12/2024 05:46:52,187004,8,task-e25r,repeat-3dmk#3->-repeat-tj2w#2,41835305,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Subjective rating task (Clone),5,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 1,l8m57c,1,continue,,3873.699999999255,3868,3873.699999999255,3873.699999999255,3868,3873.699999999255,1,3873.699999999255,0,0,,Click To Continue,Continue Button,7,object-69,image,47,fdc9e62b6263dadd11d44260bb730622.jpg,target,,F,,target,
6,1733420812202,05/12/2024 17:46:52,1733399212202,-6,05/12/2024 05:46:52,187004,8,task-e25r,repeat-3dmk#3->-repeat-tj2w#2,41835305,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Subjective rating task (Clone),5,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 1,l8m57c,1,response,3,3076.2999999999993,3868,3873.9000000003725,3076.2999999999993,3868,3873.9000000003725,1,3076.2999999999993,797.6000000003733,0,,Slider,Slider,4,object-51,image,47,fdc9e62b6263dadd11d44260bb730622.jpg,target,,F,,target,
7,1733420812205,05/12/2024 17:46:52,1733399212205,-6,05/12/2024 05:46:52,187004,8,task-e25r,repeat-3dmk#3->-repeat-tj2w#2,41835305,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Subjective rating task (Clone),5,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 2,7vpf45,2,info,,6.899999999999636,0,6.899999999999636,6.899999999999636,0,6.899999999999636,1,6.899999999999636,0,0,,Slider,Slider,4,object-78,image,47,fdc9e62b6263dadd11d44260bb730622.jpg,target,,F,,target,
8,1733420813949,05/12/2024 17:46:53,1733399213949,-6,05/12/2024 05:46:53,187004,8,task-e25r,repeat-3dmk#3->-repeat-tj2w#2,41835305,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Subjective rating task (Clone),5,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 2,7vpf45,2,continue,,1752.0999999996275,1749.8999999999996,1752.0999999996275,1752.0999999996275,1749.8999999999996,1752.0999999996275,1,1752.0999999996275,0,0,,Click To Continue,Continue Button,7,object-82,image,47,fdc9e62b6263dadd11d44260bb730622.jpg,target,,F,,target,
9,1733420813949,05/12/2024 17:46:53,1733399213949,-6,05/12/2024 05:46:53,187004,8,task-e25r,repeat-3dmk#3->-repeat-tj2w#2,41835305,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Subjective rating task (Clone),5,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 2,7vpf45,2,response,3,895.7999999999993,1749.8999999999996,1752.4000000003725,895.7999999999993,1749.8999999999996,1752.4000000003725,1,895.7999999999993,856.6000000003733,0,,Slider,Slider,4,object-78,image,47,fdc9e62b6263dadd11d44260bb730622.jpg,target,,F,,target,
10,1733420813956,05/12/2024 17:46:53,1733399213956,-6,05/12/2024 05:46:53,187004,8,task-e25r,repeat-3dmk#3->-repeat-tj2w#2,41835305,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Subjective rating task (Clone),5,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,emo_2_try,emo_2_try,2,image,Screen 1,l8m57c,1,info,,6.899999999999636,0,6.899999999999636,6.899999999999636,0,6.899999999999636,1,6.899999999999636,0,0,,Slider,Slider,4,object-51,image,2161,fe5e73a188c13e29c0d52cc4fd6f28e9.jpg,target,,J,,filler,
