Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1733421674517,05/12/2024 18:01:14,1733396474517,-7,05/12/2024 04:01:14,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41835719,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1733421676030,05/12/2024 18:01:16,1733396476030,-7,05/12/2024 04:01:16,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41835719,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,instructions,Screen 5,e3ks8t,1,continue,,1537.4660000476833,1533.366,1537.4660000476833,1537.4660000476833,1533.366,1537.4660000476833,1,1537.4660000476833,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,
3,1733421679027,05/12/2024 18:01:19,1733396479027,-7,05/12/2024 04:01:19,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41835719,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,instructions,Screen 6,yf7ssf,2,timedOut,,3000.799999976158,2999.8999999999996,3000.799999976158,3000.799999976158,2999.8999999999996,3000.799999976158,1,3000.799999976158,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,
4,1733421679046,05/12/2024 18:01:19,1733396479046,-7,05/12/2024 04:01:19,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41835719,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Slider,4,object-51,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
5,1733421684012,05/12/2024 18:01:24,1733396484012,-7,05/12/2024 04:01:24,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41835719,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,continue,,4985.899999976158,4983.5,4985.899999976158,4985.899999976158,4983.5,4985.899999976158,1,4985.899999976158,0,0,,Click To Continue,Continue Button,7,object-69,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
6,1733421684012,05/12/2024 18:01:24,1733396484012,-7,05/12/2024 04:01:24,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41835719,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,response,2,2382.3999999999996,4983.5,4986.5,2382.3999999999996,4983.5,4986.5,1,2382.3999999999996,2604.1000000000004,0,,Slider,Slider,4,object-51,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
7,1733421684018,05/12/2024 18:01:24,1733396484018,-7,05/12/2024 04:01:24,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41835719,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,info,,8.700000047683716,0,8.700000047683716,8.700000047683716,0,8.700000047683716,1,8.700000047683716,0,0,,Slider,Slider,4,object-78,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
8,1733421691500,05/12/2024 18:01:31,1733396491500,-7,05/12/2024 04:01:31,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41835719,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,continue,,7490.600000023842,7483.200000000001,7490.600000023842,7490.600000023842,7483.200000000001,7490.600000023842,1,7490.600000023842,0,0,,Click To Continue,Continue Button,7,object-82,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
9,1733421691503,05/12/2024 18:01:31,1733396491503,-7,05/12/2024 04:01:31,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41835719,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,response,1,2183.2000000000007,7483.200000000001,7493.700000047684,2183.2000000000007,7483.200000000001,7493.700000047684,1,2183.2000000000007,5310.500000047683,0,,Slider,Slider,4,object-78,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
10,1733421691513,05/12/2024 18:01:31,1733396491513,-7,05/12/2024 04:01:31,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41835719,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,2,image,Screen 1,l8m57c,1,info,,16.600000000002183,0,16.600000000002183,16.600000000002183,0,16.600000000002183,1,16.600000000002183,0,0,,Slider,Slider,4,object-51,image,240,3ad1eaf82976bfcd62fdf7efe3f73714.jpg,target,,J,,target,
