Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1736878890056,14/01/2025 18:21:30,1736857290056,-6,14/01/2025 06:21:30,153647,19,questionnaire-nzx6,,42475038,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Consent Form,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1736878908413,14/01/2025 18:21:48,1736857308413,-6,14/01/2025 06:21:48,153647,19,questionnaire-nzx6,,42475038,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Consent Form,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,eouwsm,1,,response,participation-I Agree,1,,participation,Consent Form,5,object-11
3,1736878908413,14/01/2025 18:21:48,1736857308413,-6,14/01/2025 06:21:48,153647,19,questionnaire-nzx6,,42475038,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Consent Form,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,END,18321,,,,
1,1736878905242,14/01/2025 18:21:45,1736853705242,-7,14/01/2025 04:21:45,153647,19,questionnaire-nzx6,,42475047,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Consent Form,7,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736878910767,14/01/2025 18:21:50,1736853710767,-7,14/01/2025 04:21:50,153647,19,questionnaire-nzx6,,42475047,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Consent Form,7,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Page 1,eouwsm,1,,response,participation-I Agree,1,,participation,Consent Form,5,object-11
3,1736878910767,14/01/2025 18:21:50,1736853710767,-7,14/01/2025 04:21:50,153647,19,questionnaire-nzx6,,42475047,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Consent Form,7,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,5424,,,,
1,1736879143751,14/01/2025 18:25:43,1736857543751,-6,14/01/2025 06:25:43,153647,19,questionnaire-nzx6,,42475248,BLIND,12393714,,complete,,6786ab72b72bf916222339d8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1707x813,,,0,Consent Form,7,Inaccurate~Accurate,1,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736879162008,14/01/2025 18:26:02,1736857562008,-6,14/01/2025 06:26:02,153647,19,questionnaire-nzx6,,42475248,BLIND,12393714,,complete,,6786ab72b72bf916222339d8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1707x813,,,0,Consent Form,7,Inaccurate~Accurate,1,Accurate,,Inaccurate~Inaccurate~Accurate,,Page 1,eouwsm,1,,response,participation-I Agree,1,,participation,Consent Form,5,object-11
3,1736879162009,14/01/2025 18:26:02,1736857562009,-6,14/01/2025 06:26:02,153647,19,questionnaire-nzx6,,42475248,BLIND,12393714,,complete,,6786ab72b72bf916222339d8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1707x813,,,0,Consent Form,7,Inaccurate~Accurate,1,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,END,18157,,,,
1,1736879160141,14/01/2025 18:26:00,1736861160141,-5,14/01/2025 08:26:00,153647,19,questionnaire-nzx6,,42475262,BLIND,12393679,,complete,,6786aaf1c687d16642ca5e57,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x713,,,0,Consent Form,7,Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
