Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1736880185633,14/01/2025 18:43:05,1736854985633,-7,14/01/2025 04:43:05,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1736880189485,14/01/2025 18:43:09,1736854989485,-7,14/01/2025 04:43:09,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,2961.599999997765,2950,2961.599999997765,2961.599999997765,2950,2961.599999997765,1,2961.599999997765,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1736880194517,14/01/2025 18:43:14,1736854994517,-7,14/01/2025 04:43:14,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 5,e3ks8t,2,continue,,5042.699999999255,5033.299999999999,5042.699999999255,5042.699999999255,5033.299999999999,5042.699999999255,1,5042.699999999255,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,,,,,,,,,
4,1736880205396,14/01/2025 18:43:25,1736855005396,-7,14/01/2025 04:43:25,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,3,continue,,10889.09999999851,10883.400000000001,10889.09999999851,10889.09999999851,10883.400000000001,10889.09999999851,1,10889.09999999851,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
5,1736880205427,14/01/2025 18:43:25,1736855005427,-7,14/01/2025 04:43:25,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,info,,16.700000000000728,0,16.700000000000728,16.700000000000728,0,16.700000000000728,1,16.700000000000728,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
6,1736880218356,14/01/2025 18:43:38,1736855018356,-7,14/01/2025 04:43:38,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,continue,,12965.899999997764,12949.899999999998,12965.899999997764,12965.899999997764,12949.899999999998,12965.899999997764,1,12965.899999997764,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
7,1736880218363,14/01/2025 18:43:38,1736855018363,-7,14/01/2025 04:43:38,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,response,9,9832.899999999998,12949.899999999998,12966.499999999996,9832.899999999998,12949.899999999998,12966.499999999996,1,9832.899999999998,3133.5999999999985,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
8,1736880218380,14/01/2025 18:43:38,1736855018380,-7,14/01/2025 04:43:38,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,info,,16.599999999998545,0,16.599999999998545,16.599999999998545,0,16.599999999998545,1,16.599999999998545,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
9,1736880226900,14/01/2025 18:43:46,1736855026900,-7,14/01/2025 04:43:46,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,continue,,8559.599999999256,8550.099999999999,8559.599999999256,8559.599999999256,8550.099999999999,8559.599999999256,1,8559.599999999256,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
10,1736880226900,14/01/2025 18:43:46,1736855026900,-7,14/01/2025 04:43:46,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,response,9,5249.800000000003,8550.099999999999,8560.299999998511,5249.800000000003,8550.099999999999,8560.299999998511,1,5249.800000000003,3310.4999999985084,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
11,1736880229891,14/01/2025 18:43:49,1736855029891,-7,14/01/2025 04:43:49,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 6,yf7ssf,6,timedOut,,3000.800000000003,3000,3000.800000000003,3000.800000000003,3000,3000.800000000003,1,3000.800000000003,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,,,,,,,,,
12,1736880229914,14/01/2025 18:43:49,1736855029914,-7,14/01/2025 04:43:49,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,info,,16.799999999995634,0,16.799999999995634,16.799999999995634,0,16.799999999995634,0,16.799999999995634,0,0,,Slider,Slider,4,object-51,image,,,,,,,,,,,,,,,0,0
13,1736880234677,14/01/2025 18:43:54,1736855034677,-7,14/01/2025 04:43:54,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,continue,,4785.800000000003,4783.300000000003,4785.800000000003,4785.800000000003,4783.300000000003,4785.800000000003,0,4785.800000000003,0,0,,Click To Continue,Continue Button,7,object-69,image,,,,,,,,,,,,,,,0,1
14,1736880234680,14/01/2025 18:43:54,1736855034680,-7,14/01/2025 04:43:54,153647,19,task-7g1b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42475819,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Subjective rating Practice,6,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,response,9,2599.9000000000015,4783.300000000003,4788.499999999258,2599.9000000000015,4783.300000000003,4788.499999999258,1,2599.9000000000015,2188.5999999992564,0,,Slider,Slider,4,object-51,image,,,,,,,,,,,,,,,1,2
