Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: memory,Spreadsheet: randomise,Spreadsheet: img,Manipulation: Spreadsheet
1,1736520217664,10/01/2025 14:43:37,1736502217664,-5,10/01/2025 04:43:37,153647,18,task-e25r,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#3,42389009,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating task (Clone),7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_balanced2,emo_balanced2,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1736520223357,10/01/2025 14:43:43,1736502223357,-5,10/01/2025 04:43:43,153647,18,task-e25r,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#3,42389009,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating task (Clone),7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_balanced2,emo_balanced2,1,instructions,Screen 5,e3ks8t,1,continue,,11123.699999988079,11093.4,11123.699999988079,11123.699999988079,11093.4,11123.699999988079,1,11123.699999988079,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,
3,1736520226321,10/01/2025 14:43:46,1736502226321,-5,10/01/2025 04:43:46,153647,18,task-e25r,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#3,42389009,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating task (Clone),7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_balanced2,emo_balanced2,1,instructions,Screen 6,yf7ssf,2,timedOut,,2994.4999999761585,2993.2000000000007,2994.4999999761585,2994.4999999761585,2993.2000000000007,2994.4999999761585,1,2994.4999999761585,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
4,1736520226373,10/01/2025 14:43:46,1736502226373,-5,10/01/2025 04:43:46,153647,18,task-e25r,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#3,42389009,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating task (Clone),7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_balanced2,emo_balanced2,1,image,Screen 1,l8m57c,1,info,,33.100000000000364,0,33.100000000000364,33.100000000000364,0,33.100000000000364,1,33.100000000000364,0,0,,Slider,Slider,4,object-51,image,target,F,target,1,Desert 1.jpg,
5,1736520232042,10/01/2025 14:43:52,1736502232042,-5,10/01/2025 04:43:52,153647,18,task-e25r,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#3,42389009,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating task (Clone),7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_balanced2,emo_balanced2,1,image,Screen 1,l8m57c,1,continue,,5722.499999964237,5718.9,5722.499999964237,5722.499999964237,5718.9,5722.499999964237,1,5722.499999964237,0,0,,Click To Continue,Continue Button,7,object-69,image,target,F,target,1,Desert 1.jpg,
6,1736520232053,10/01/2025 14:43:52,1736502232053,-5,10/01/2025 04:43:52,153647,18,task-e25r,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#3,42389009,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating task (Clone),7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_balanced2,emo_balanced2,1,image,Screen 1,l8m57c,1,response,3,2943.300000000001,5718.9,5733.499999964237,2943.300000000001,5718.9,5733.499999964237,1,2943.300000000001,2790.1999999642358,0,,Slider,Slider,4,object-51,image,target,F,target,1,Desert 1.jpg,
7,1736520232061,10/01/2025 14:43:52,1736502232061,-5,10/01/2025 04:43:52,153647,18,task-e25r,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#3,42389009,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating task (Clone),7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_balanced2,emo_balanced2,1,image,Screen 2,7vpf45,2,info,,23.399999976158142,0,23.399999976158142,23.399999976158142,0,23.399999976158142,1,23.399999976158142,0,0,,Slider,Slider,4,object-78,image,target,F,target,1,Desert 1.jpg,
8,1736520239706,10/01/2025 14:43:59,1736502239706,-5,10/01/2025 04:43:59,153647,18,task-e25r,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#3,42389009,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating task (Clone),7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_balanced2,emo_balanced2,1,image,Screen 2,7vpf45,2,continue,,7668.099999964237,7658.299999999999,7668.099999964237,7668.099999964237,7658.299999999999,7668.099999964237,1,7668.099999964237,0,0,,Click To Continue,Continue Button,7,object-82,image,target,F,target,1,Desert 1.jpg,
9,1736520239707,10/01/2025 14:43:59,1736502239707,-5,10/01/2025 04:43:59,153647,18,task-e25r,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#3,42389009,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating task (Clone),7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_balanced2,emo_balanced2,1,image,Screen 2,7vpf45,2,response,3,4581,7658.299999999999,7668.699999988079,4581,7658.299999999999,7668.699999988079,1,4581,3087.699999988079,0,,Slider,Slider,4,object-78,image,target,F,target,1,Desert 1.jpg,
10,1736520239732,10/01/2025 14:43:59,1736502239732,-5,10/01/2025 04:43:59,153647,18,task-e25r,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#3,42389009,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating task (Clone),7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_balanced2,emo_balanced2,2,image,Screen 1,l8m57c,1,info,,33.29999999999927,0,33.29999999999927,33.29999999999927,0,33.29999999999927,1,33.29999999999927,0,0,,Slider,Slider,4,object-51,image,target,F,target,1,d5b5180e8720bf487dc9154b77cb6821.jpg,
