Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: memory,Spreadsheet: randomise,Spreadsheet: img,Manipulation: Spreadsheet
1,1736519253531,10/01/2025 14:27:33,1736497653531,-6,10/01/2025 02:27:33,153647,18,task-o5xt,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388330,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1736519255372,10/01/2025 14:27:35,1736497655372,-6,10/01/2025 02:27:35,153647,18,task-o5xt,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388330,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,instructions,Screen 5,e3ks8t,1,continue,,1847.460000000001,1839.1400000000003,1847.460000000001,1847.460000000001,1839.1400000000003,1847.460000000001,1,1847.460000000001,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,
3,1736519258362,10/01/2025 14:27:38,1736497658362,-6,10/01/2025 02:27:38,153647,18,task-o5xt,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388330,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,instructions,Screen 6,yf7ssf,2,timedOut,,3000.74,2999.08,3000.74,3000.74,2999.08,3000.74,1,3000.74,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
4,1736519258379,10/01/2025 14:27:38,1736497658379,-6,10/01/2025 02:27:38,153647,18,task-o5xt,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388330,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 1,l8m57c,1,info,,8.319999999999709,0,8.319999999999709,8.319999999999709,0,8.319999999999709,1,8.319999999999709,0,0,,Slider,Slider,4,object-51,image,target,F,filler,1,6cb2b2a420aafa64f282ef22e112d0b2.jpg,
5,1736519263032,10/01/2025 14:27:43,1736497663032,-6,10/01/2025 02:27:43,153647,18,task-o5xt,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388330,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 1,l8m57c,1,continue,,4671.66,4666.08,4671.66,4671.66,4666.08,4671.66,1,4671.66,0,0,,Click To Continue,Continue Button,7,object-69,image,target,F,filler,1,6cb2b2a420aafa64f282ef22e112d0b2.jpg,
6,1736519263032,10/01/2025 14:27:43,1736497663032,-6,10/01/2025 02:27:43,153647,18,task-o5xt,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388330,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 1,l8m57c,1,response,7,2166.66,4666.08,4671.66,2166.66,4666.08,4671.66,1,2166.66,2505,0,,Slider,Slider,4,object-51,image,target,F,filler,1,6cb2b2a420aafa64f282ef22e112d0b2.jpg,
7,1736519263037,10/01/2025 14:27:43,1736497663037,-6,10/01/2025 02:27:43,153647,18,task-o5xt,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388330,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 2,7vpf45,2,info,,8.340000000000146,0,8.340000000000146,8.340000000000146,0,8.340000000000146,1,8.340000000000146,0,0,,Slider,Slider,4,object-78,image,target,F,filler,1,6cb2b2a420aafa64f282ef22e112d0b2.jpg,
8,1736519265182,10/01/2025 14:27:45,1736497665182,-6,10/01/2025 02:27:45,153647,18,task-o5xt,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388330,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 2,7vpf45,2,continue,,2155.58,2148.2199999999993,2155.58,2155.58,2148.2199999999993,2155.58,1,2155.58,0,0,,Click To Continue,Continue Button,7,object-82,image,target,F,filler,1,6cb2b2a420aafa64f282ef22e112d0b2.jpg,
9,1736519265184,10/01/2025 14:27:45,1736497665184,-6,10/01/2025 02:27:45,153647,18,task-o5xt,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388330,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 2,7vpf45,2,response,6,1124.08,2148.2199999999993,2156.539999999999,1124.08,2148.2199999999993,2156.539999999999,1,1124.08,1032.4599999999991,0,,Slider,Slider,4,object-78,image,target,F,filler,1,6cb2b2a420aafa64f282ef22e112d0b2.jpg,
10,1736519265205,10/01/2025 14:27:45,1736497665205,-6,10/01/2025 02:27:45,153647,18,task-o5xt,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388330,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,2,image,Screen 1,l8m57c,1,info,,8.319999999999709,0,8.319999999999709,8.319999999999709,0,8.319999999999709,1,8.319999999999709,0,0,,Slider,Slider,4,object-51,image,target,F,filler,1,15b2fecb8d54103bbfccd9e0cf34a77e.jpg,
