Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1725986254670,10/09/2024 16:37:34,1725971854670,-4,10/09/2024 08:37:34,187004,3,task-e25r,repeat-3dmk#1->-repeat-tj2w#4,39982911,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1725986256060,10/09/2024 16:37:36,1725971856060,-4,10/09/2024 08:37:36,187004,3,task-e25r,repeat-3dmk#1->-repeat-tj2w#4,39982911,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,instructions,Screen 5,e3ks8t,1,continue,,1392.7999999996273,1388.8999999999996,1392.7999999996273,1392.7999999996273,1388.8999999999996,1392.7999999996273,1,1392.7999999996273,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,
3,1725986259057,10/09/2024 16:37:39,1725971859057,-4,10/09/2024 08:37:39,187004,3,task-e25r,repeat-3dmk#1->-repeat-tj2w#4,39982911,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,instructions,Screen 6,yf7ssf,2,timedOut,,3000.7000000003727,2999,3000.7000000003727,3000.7000000003727,2999,3000.7000000003727,1,3000.7000000003727,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,
4,1725986259062,10/09/2024 16:37:39,1725971859062,-4,10/09/2024 08:37:39,187004,3,task-e25r,repeat-3dmk#1->-repeat-tj2w#4,39982911,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 1,l8m57c,1,info,,4.300000000000182,0,4.300000000000182,4.300000000000182,0,4.300000000000182,1,4.300000000000182,0,0,,Slider,Slider,4,object-51,image,319,Landscapes_070_h.jpg,target,,F,,target,
5,1725986260536,10/09/2024 16:37:40,1725971860536,-4,10/09/2024 08:37:40,187004,3,task-e25r,repeat-3dmk#1->-repeat-tj2w#4,39982911,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 1,l8m57c,1,continue,,1480.8999999996277,1480.5999999999995,1480.8999999996277,1480.8999999996277,1480.5999999999995,1480.8999999996277,1,1480.8999999996277,0,0,,Click To Continue,Continue Button,7,object-69,image,319,Landscapes_070_h.jpg,target,,F,,target,
6,1725986260536,10/09/2024 16:37:40,1725971860536,-4,10/09/2024 08:37:40,187004,3,task-e25r,repeat-3dmk#1->-repeat-tj2w#4,39982911,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 1,l8m57c,1,response,7,1030.1999999999998,1480.5999999999995,1481.2000000003727,1030.1999999999998,1480.5999999999995,1481.2000000003727,1,1030.1999999999998,451.0000000003729,0,,Slider,Slider,4,object-51,image,319,Landscapes_070_h.jpg,target,,F,,target,
7,1725986260538,10/09/2024 16:37:40,1725971860538,-4,10/09/2024 08:37:40,187004,3,task-e25r,repeat-3dmk#1->-repeat-tj2w#4,39982911,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 2,7vpf45,2,info,,2.499999999814463,0,2.499999999814463,2.499999999814463,0,2.499999999814463,1,2.499999999814463,0,0,,Slider,Slider,4,object-78,image,319,Landscapes_070_h.jpg,target,,F,,target,
8,1725986261381,10/09/2024 16:37:41,1725971861381,-4,10/09/2024 08:37:41,187004,3,task-e25r,repeat-3dmk#1->-repeat-tj2w#4,39982911,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 2,7vpf45,2,continue,,845.2000000000007,842.5,845.2000000000007,845.2000000000007,842.5,845.2000000000007,1,845.2000000000007,0,0,,Click To Continue,Continue Button,7,object-82,image,319,Landscapes_070_h.jpg,target,,F,,target,
9,1725986261381,10/09/2024 16:37:41,1725971861381,-4,10/09/2024 08:37:41,187004,3,task-e25r,repeat-3dmk#1->-repeat-tj2w#4,39982911,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 2,7vpf45,2,response,7,392.10000000000036,842.5,845.400000000187,392.10000000000036,842.5,845.400000000187,1,392.10000000000036,453.3000000001866,0,,Slider,Slider,4,object-78,image,319,Landscapes_070_h.jpg,target,,F,,target,
10,1725986261386,10/09/2024 16:37:41,1725971861386,-4,10/09/2024 08:37:41,187004,3,task-e25r,repeat-3dmk#1->-repeat-tj2w#4,39982911,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,2,image,Screen 1,l8m57c,1,info,,4.099999999998545,0,4.099999999998545,4.099999999998545,0,4.099999999998545,1,4.099999999998545,0,0,,Slider,Slider,4,object-51,image,1911,NegHighNonsoc_10.jpg,target,,F,,target,
