Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1725985999624,10/09/2024 16:33:19,1725971599624,-4,10/09/2024 08:33:19,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,39982837,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1015x863,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1725986002644,10/09/2024 16:33:22,1725971602644,-4,10/09/2024 08:33:22,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,39982837,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1015x863,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,3023.600000000559,3019.8,3023.600000000559,3023.600000000559,3019.8,3023.600000000559,1,3023.600000000559,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1725986005639,10/09/2024 16:33:25,1725971605639,-4,10/09/2024 08:33:25,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,39982837,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,2999.1000000003723,2998.9000000000005,2999.1000000003723,2999.1000000003723,2998.9000000000005,2999.1000000003723,1,2999.1000000003723,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1725986013600,10/09/2024 16:33:33,1725971613600,-4,10/09/2024 08:33:33,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,39982837,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,4,7960.700000000372,7958.200000000001,7960.700000000372,7960.700000000372,7958.200000000001,7960.700000000372,0,7960.700000000372,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,1
5,1725986015072,10/09/2024 16:33:35,1725971615072,-4,10/09/2024 08:33:35,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,39982837,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,3,474,471.2999999999993,474,474,471.2999999999993,474,1,474,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,2
6,1725986017402,10/09/2024 16:33:37,1725971617402,-4,10/09/2024 08:33:37,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,39982837,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,5,1331.0000000007458,1330.5,1331.0000000007458,1331.0000000007458,1330.5,1331.0000000007458,1,1331.0000000007458,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,3
7,1725986018402,10/09/2024 16:33:38,1725971618402,-4,10/09/2024 08:33:38,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,39982837,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,,
1,1725986054439,10/09/2024 16:34:14,1725971654439,-4,10/09/2024 08:34:14,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#2,39982852,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1725986058109,10/09/2024 16:34:18,1725971658109,-4,10/09/2024 08:34:18,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#2,39982852,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,5250.5,5247.6,5250.5,5250.5,5247.6,5250.5,1,5250.5,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1725986061105,10/09/2024 16:34:21,1725971661105,-4,10/09/2024 08:34:21,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#2,39982852,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,2999.0999999992546,2999,2999.0999999992546,2999.0999999992546,2999,2999.0999999992546,1,2999.0999999992546,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
