Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1725986168155,10/09/2024 16:36:08,1725971768155,-4,10/09/2024 08:36:08,187004,3,task-6sfn,repeat-3dmk#1->-repeat-tj2w#4,39982894,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Task (Clone 3),8,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_skips2,memory_skips2,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1725986174856,10/09/2024 16:36:14,1725971774856,-4,10/09/2024 08:36:14,187004,3,task-6sfn,repeat-3dmk#1->-repeat-tj2w#4,39982894,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Task (Clone 3),8,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_skips2,memory_skips2,1,instructions,Screen 8,bajjy3,1,continue,,6707.799999999814,6706.9,6707.799999999814,6707.799999999814,6706.9,6707.799999999814,1,6707.799999999814,0,0,,Click To Continue,Continue Button,2,object-1931,instructions,,,,,,,
3,1725986177854,10/09/2024 16:36:17,1725971777854,-4,10/09/2024 08:36:17,187004,3,task-6sfn,repeat-3dmk#1->-repeat-tj2w#4,39982894,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Task (Clone 3),8,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_skips2,memory_skips2,1,instructions,Screen 9,bxwq68,2,timedOut,,2999.1000000000004,2998.8999999999996,2999.1000000000004,2999.1000000000004,2998.8999999999996,2999.1000000000004,1,2999.1000000000004,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,
4,1725986178775,10/09/2024 16:36:18,1725971778775,-4,10/09/2024 08:36:18,187004,3,task-6sfn,repeat-3dmk#1->-repeat-tj2w#4,39982894,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Task (Clone 3),8,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_skips2,memory_skips2,1,image,Screen 3,zz7hbh,1,response,5,920.8000000005595,917.6000000000004,920.8000000005595,920.8000000005595,917.6000000000004,920.8000000005595,1,920.8000000005595,0,0,,Keyboard Response,Image,1,object-1907,image,271,fe25ff4825132970ac366436a7ac7f52.jpg,target,F,,target,
5,1725986179814,10/09/2024 16:36:19,1725971779814,-4,10/09/2024 08:36:19,187004,3,task-6sfn,repeat-3dmk#1->-repeat-tj2w#4,39982894,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Task (Clone 3),8,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_skips2,memory_skips2,2,image,Screen 3,zz7hbh,1,response,3,1041.899999999814,1038.6000000000004,1041.899999999814,1041.899999999814,1038.6000000000004,1041.899999999814,1,1041.899999999814,0,0,,Keyboard Response,Image,1,object-1907,image,239,Lava 1.jpg,target,F,,target,
6,1725986180948,10/09/2024 16:36:20,1725971780948,-4,10/09/2024 08:36:20,187004,3,task-6sfn,repeat-3dmk#1->-repeat-tj2w#4,39982894,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Task (Clone 3),8,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_skips2,memory_skips2,3,image,Screen 3,zz7hbh,1,response,2,1137.4000000003725,1134.5,1137.4000000003725,1137.4000000003725,1134.5,1137.4000000003725,1,1137.4000000003725,0,0,,Keyboard Response,Image,1,object-1907,image,1991,3d59b2b50b93bc6789d97509f8441be6.jpg,target,F,,target,
7,1725986182281,10/09/2024 16:36:22,1725971782281,-4,10/09/2024 08:36:22,187004,3,task-6sfn,repeat-3dmk#1->-repeat-tj2w#4,39982894,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Task (Clone 3),8,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_skips2,memory_skips2,4,image,Screen 3,zz7hbh,1,response,1,1336,1334.7000000000007,1336,1336,1334.7000000000007,1336,1,1336,0,0,,Keyboard Response,Image,1,object-1907,image,55,7096db64fae6464d83aba73b658251b8.jpg,target,J,,filler,
8,1725986183198,10/09/2024 16:36:23,1725971783198,-4,10/09/2024 08:36:23,187004,3,task-6sfn,repeat-3dmk#1->-repeat-tj2w#4,39982894,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Task (Clone 3),8,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_skips2,memory_skips2,5,image,Screen 3,zz7hbh,1,response,4,918.2999999999993,917.5999999999985,918.2999999999993,918.2999999999993,917.5999999999985,918.2999999999993,1,918.2999999999993,0,0,,Keyboard Response,Image,1,object-1907,image,16,Landscapes_033_h.jpg,target,J,,filler,
9,1725986184116,10/09/2024 16:36:24,1725971784116,-4,10/09/2024 08:36:24,187004,3,task-6sfn,repeat-3dmk#1->-repeat-tj2w#4,39982894,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Task (Clone 3),8,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_skips2,memory_skips2,6,image,Screen 3,zz7hbh,1,response,3,918.2999999999993,913.7999999999993,918.2999999999993,918.2999999999993,913.7999999999993,918.2999999999993,1,918.2999999999993,0,0,,Keyboard Response,Image,1,object-1907,image,360,3aa18c7989615cbf9e84d32f0039e64f.jpg,target,J,,filler,
10,1725986185363,10/09/2024 16:36:25,1725971785363,-4,10/09/2024 08:36:25,187004,3,task-6sfn,repeat-3dmk#1->-repeat-tj2w#4,39982894,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x911,,,0,Memory Task (Clone 3),8,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_skips2,memory_skips2,7,image,Screen 3,zz7hbh,1,response,2,1252.0000000005602,1250.9000000000015,1252.0000000005602,1252.0000000005602,1250.9000000000015,1252.0000000005602,1,1252.0000000005602,0,0,,Keyboard Response,Image,1,object-1907,image,2241,3be1dc1cbac8f940252b3cb095d56548.jpg,target,J,,filler,
