Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1730398325765,31/10/2024 18:12:05,1730380325765,-5,31/10/2024 08:12:05,187004,4,questionnaire-nzx6,,41035905,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Consent Form,4,Inaccurate~Accurate,2,,Accurate,,,,,info,,BEGIN,,,,,
2,1730398334389,31/10/2024 18:12:14,1730380334389,-5,31/10/2024 08:12:14,187004,4,questionnaire-nzx6,,41035905,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Consent Form,4,Inaccurate~Accurate,2,,Accurate,Page 1,eouwsm,1,,response,participation-I Agree,1,,participation,Consent Form,5,object-11
3,1730398334389,31/10/2024 18:12:14,1730380334389,-5,31/10/2024 08:12:14,187004,4,questionnaire-nzx6,,41035905,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Consent Form,4,Inaccurate~Accurate,2,,Accurate,,,,,info,,END,8600,,,,
1,1730398327712,31/10/2024 18:12:07,1730380327712,-5,31/10/2024 08:12:07,187004,4,questionnaire-nzx6,,41035911,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1512x823,,,0,Consent Form,4,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1730398421097,31/10/2024 18:13:41,1730380421097,-5,31/10/2024 08:13:41,187004,4,questionnaire-nzx6,,41035911,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1512x823,,,0,Consent Form,4,Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,eouwsm,1,,response,participation-I Agree,1,,participation,Consent Form,5,object-11
3,1730398421098,31/10/2024 18:13:41,1730380421098,-5,31/10/2024 08:13:41,187004,4,questionnaire-nzx6,,41035911,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1512x823,,,0,Consent Form,4,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,END,93371,,,,
1,1730398316514,31/10/2024 18:11:56,1730373116514,-7,31/10/2024 04:11:56,187004,4,questionnaire-nzx6,,41035923,BLIND,11982661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1313,,,0,Consent Form,4,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1730398336429,31/10/2024 18:12:16,1730373136429,-7,31/10/2024 04:12:16,187004,4,questionnaire-nzx6,,41035923,BLIND,11982661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1313,,,0,Consent Form,4,Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,eouwsm,1,,response,participation-I Agree,1,,participation,Consent Form,5,object-11
3,1730398336430,31/10/2024 18:12:16,1730373136430,-7,31/10/2024 04:12:16,187004,4,questionnaire-nzx6,,41035923,BLIND,11982661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1313,,,0,Consent Form,4,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,END,19887,,,,
1,1730398349431,31/10/2024 18:12:29,1730376749431,-6,31/10/2024 06:12:29,187004,4,questionnaire-nzx6,,41035932,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Consent Form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1730398356522,31/10/2024 18:12:36,1730376756522,-6,31/10/2024 06:12:36,187004,4,questionnaire-nzx6,,41035932,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Consent Form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Page 1,eouwsm,1,,response,participation-I Agree,1,,participation,Consent Form,5,object-11
3,1730398356522,31/10/2024 18:12:36,1730376756522,-6,31/10/2024 06:12:36,187004,4,questionnaire-nzx6,,41035932,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Consent Form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,END,7021,,,,
1,1730398358278,31/10/2024 18:12:38,1730383958278,-4,31/10/2024 10:12:38,187004,4,questionnaire-nzx6,,41035950,BLIND,11982668,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2048x1152,2048x1018,,,0,Consent Form,4,Inaccurate~Accurate,1,Accurate,,,,,,info,,BEGIN,,,,,
2,1730398374295,31/10/2024 18:12:54,1730383974295,-4,31/10/2024 10:12:54,187004,4,questionnaire-nzx6,,41035950,BLIND,11982668,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2048x1152,2048x1018,,,0,Consent Form,4,Inaccurate~Accurate,1,Accurate,,Page 1,eouwsm,1,,response,participation-I Agree,1,,participation,Consent Form,5,object-11
3,1730398374295,31/10/2024 18:12:54,1730383974295,-4,31/10/2024 10:12:54,187004,4,questionnaire-nzx6,,41035950,BLIND,11982668,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2048x1152,2048x1018,,,0,Consent Form,4,Inaccurate~Accurate,1,Accurate,,,,,,info,,END,15995,,,,
