Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1730463482780,01/11/2024 12:18:02,1730449082780,-4,01/11/2024 04:18:02,187004,4,task-e25r,repeat-3dmk#1->-repeat-tj2w#3,41046805,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1730463483702,01/11/2024 12:18:03,1730449083702,-4,01/11/2024 04:18:03,187004,4,task-e25r,repeat-3dmk#1->-repeat-tj2w#3,41046805,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,instructions,Screen 5,e3ks8t,1,continue,,930.8000000476836,916.5999999999999,930.8000000476836,930.8000000476836,916.5999999999999,930.8000000476836,1,930.8000000476836,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,
3,1730463486689,01/11/2024 12:18:06,1730449086689,-4,01/11/2024 04:18:06,187004,4,task-e25r,repeat-3dmk#1->-repeat-tj2w#3,41046805,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,instructions,Screen 6,yf7ssf,2,timedOut,,3001.5,2999.8999999999996,3001.5,3001.5,2999.8999999999996,3001.5,1,3001.5,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,
4,1730463486699,01/11/2024 12:18:06,1730449086699,-4,01/11/2024 04:18:06,187004,4,task-e25r,repeat-3dmk#1->-repeat-tj2w#3,41046805,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 1,l8m57c,1,info,,11.000000095367795,0,11.000000095367795,11.000000095367795,0,11.000000095367795,1,11.000000095367795,0,0,,Slider,Slider,4,object-51,image,335,2a108677e97ca05cfd3ffaf1bcf4ab6f.jpg,target,,F,,target,
5,1730463489699,01/11/2024 12:18:09,1730449089699,-4,01/11/2024 04:18:09,187004,4,task-e25r,repeat-3dmk#1->-repeat-tj2w#3,41046805,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 1,l8m57c,1,continue,,3011.8999999523166,3000.2000000000007,3011.8999999523166,3011.8999999523166,3000.2000000000007,3011.8999999523166,1,3011.8999999523166,0,0,,Click To Continue,Continue Button,7,object-69,image,335,2a108677e97ca05cfd3ffaf1bcf4ab6f.jpg,target,,F,,target,
6,1730463489700,01/11/2024 12:18:09,1730449089700,-4,01/11/2024 04:18:09,187004,4,task-e25r,repeat-3dmk#1->-repeat-tj2w#3,41046805,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 1,l8m57c,1,response,3,2100.1000000000004,3000.2000000000007,3012.2000001430515,2100.1000000000004,3000.2000000000007,3012.2000001430515,1,2100.1000000000004,912.1000001430511,0,,Slider,Slider,4,object-51,image,335,2a108677e97ca05cfd3ffaf1bcf4ab6f.jpg,target,,F,,target,
7,1730463489703,01/11/2024 12:18:09,1730449089703,-4,01/11/2024 04:18:09,187004,4,task-e25r,repeat-3dmk#1->-repeat-tj2w#3,41046805,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 2,7vpf45,2,info,,15.100000047683352,0,15.100000047683352,15.100000047683352,0,15.100000047683352,1,15.100000047683352,0,0,,Slider,Slider,4,object-78,image,335,2a108677e97ca05cfd3ffaf1bcf4ab6f.jpg,target,,F,,target,
8,1730463491601,01/11/2024 12:18:11,1730449091601,-4,01/11/2024 04:18:11,187004,4,task-e25r,repeat-3dmk#1->-repeat-tj2w#3,41046805,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 2,7vpf45,2,continue,,1913.699999952316,1899.7999999999993,1913.699999952316,1913.699999952316,1899.7999999999993,1913.699999952316,1,1913.699999952316,0,0,,Click To Continue,Continue Button,7,object-82,image,335,2a108677e97ca05cfd3ffaf1bcf4ab6f.jpg,target,,F,,target,
9,1730463491602,01/11/2024 12:18:11,1730449091602,-4,01/11/2024 04:18:11,187004,4,task-e25r,repeat-3dmk#1->-repeat-tj2w#3,41046805,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,1,image,Screen 2,7vpf45,2,response,1,983.3999999999996,1899.7999999999993,1914.0000001430508,983.3999999999996,1899.7999999999993,1914.0000001430508,1,983.3999999999996,930.6000001430511,0,,Slider,Slider,4,object-78,image,335,2a108677e97ca05cfd3ffaf1bcf4ab6f.jpg,target,,F,,target,
10,1730463491613,01/11/2024 12:18:11,1730449091613,-4,01/11/2024 04:18:11,187004,4,task-e25r,repeat-3dmk#1->-repeat-tj2w#3,41046805,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Subjective rating task (Clone),5,Accurate,2,,Inaccurate~Inaccurate~Accurate,emo_2_try,emo_2_try,2,image,Screen 1,l8m57c,1,info,,16.600000000000364,0,16.600000000000364,16.600000000000364,0,16.600000000000364,1,16.600000000000364,0,0,,Slider,Slider,4,object-51,image,231,fe12a81ec4f462dba63c63d1af8cbd3e.jpg,target,,F,,target,
