Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1730475911395,01/11/2024 15:45:11,1730457911395,-5,01/11/2024 05:45:11,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1730475912633,01/11/2024 15:45:12,1730457912633,-5,01/11/2024 05:45:12,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,1,instructions,Screen 5,e3ks8t,1,continue,,1247.5600000000004,1239.2800000000002,1247.5600000000004,1247.5600000000004,1239.2800000000002,1247.5600000000004,1,1247.5600000000004,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,
3,1730475915626,01/11/2024 15:45:15,1730457915626,-5,01/11/2024 05:45:15,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,1,instructions,Screen 6,yf7ssf,2,timedOut,,3002.04,3000.7,3002.04,3002.04,3000.7,3002.04,1,3002.04,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,
4,1730475915648,01/11/2024 15:45:15,1730457915648,-5,01/11/2024 05:45:15,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,info,,8.239999999999782,0,8.239999999999782,8.239999999999782,0,8.239999999999782,1,8.239999999999782,0,0,,Slider,Slider,4,object-51,image,296,2fc170131665d79a6c9d0f52ae59bbce.jpg,target,,J,,target,
5,1730475918074,01/11/2024 15:45:18,1730457918074,-5,01/11/2024 05:45:18,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,continue,,2448.34,2441.7000000000007,2448.34,2448.34,2441.7000000000007,2448.34,1,2448.34,0,0,,Click To Continue,Continue Button,7,object-69,image,296,2fc170131665d79a6c9d0f52ae59bbce.jpg,target,,J,,target,
6,1730475918076,01/11/2024 15:45:18,1730457918076,-5,01/11/2024 05:45:18,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,response,7,1312.7799999999997,2441.7000000000007,2449.9800000000014,1312.7799999999997,2441.7000000000007,2449.9800000000014,1,1312.7799999999997,1137.2000000000016,0,,Slider,Slider,4,object-51,image,296,2fc170131665d79a6c9d0f52ae59bbce.jpg,target,,J,,target,
7,1730475918091,01/11/2024 15:45:18,1730457918091,-5,01/11/2024 05:45:18,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,info,,8.280000000000655,0,8.280000000000655,8.280000000000655,0,8.280000000000655,1,8.280000000000655,0,0,,Slider,Slider,4,object-78,image,296,2fc170131665d79a6c9d0f52ae59bbce.jpg,target,,J,,target,
8,1730475920898,01/11/2024 15:45:20,1730457920898,-5,01/11/2024 05:45:20,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,continue,,2830.6399999999994,2823.58,2830.6399999999994,2830.6399999999994,2823.58,2830.6399999999994,1,2830.6399999999994,0,0,,Click To Continue,Continue Button,7,object-82,image,296,2fc170131665d79a6c9d0f52ae59bbce.jpg,target,,J,,target,
9,1730475920899,01/11/2024 15:45:20,1730457920899,-5,01/11/2024 05:45:20,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,response,4,977.7399999999998,2823.58,2831.8199999999997,977.7399999999998,2823.58,2831.8199999999997,1,977.7399999999998,1854.08,0,,Slider,Slider,4,object-78,image,296,2fc170131665d79a6c9d0f52ae59bbce.jpg,target,,J,,target,
10,1730475920922,01/11/2024 15:45:20,1730457920922,-5,01/11/2024 05:45:20,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,2,image,Screen 1,l8m57c,1,info,,8.239999999999782,0,8.239999999999782,8.239999999999782,0,8.239999999999782,1,8.239999999999782,0,0,,Slider,Slider,4,object-51,image,2231,Grass 6.jpg,target,,F,,filler,
11,1730475922829,01/11/2024 15:45:22,1730457922829,-5,01/11/2024 05:45:22,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,2,image,Screen 1,l8m57c,1,continue,,1938.2000000000007,1930,1938.2000000000007,1938.2000000000007,1930,1938.2000000000007,1,1938.2000000000007,0,0,,Click To Continue,Continue Button,7,object-69,image,2231,Grass 6.jpg,target,,F,,filler,
12,1730475922832,01/11/2024 15:45:22,1730457922832,-5,01/11/2024 05:45:22,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,2,image,Screen 1,l8m57c,1,response,9,1082.0599999999995,1930,1938.2000000000007,1082.0599999999995,1930,1938.2000000000007,1,1082.0599999999995,856.1400000000012,0,,Slider,Slider,4,object-51,image,2231,Grass 6.jpg,target,,F,,filler,
13,1730475922839,01/11/2024 15:45:22,1730457922839,-5,01/11/2024 05:45:22,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,2,image,Screen 2,7vpf45,2,info,,8.200000000000728,0,8.200000000000728,8.200000000000728,0,8.200000000000728,1,8.200000000000728,0,0,,Slider,Slider,4,object-78,image,2231,Grass 6.jpg,target,,F,,filler,
14,1730475924565,01/11/2024 15:45:24,1730457924565,-5,01/11/2024 05:45:24,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,2,image,Screen 2,7vpf45,2,continue,,1744.0599999999995,1743.6599999999999,1744.0599999999995,1744.0599999999995,1743.6599999999999,1744.0599999999995,1,1744.0599999999995,0,0,,Click To Continue,Continue Button,7,object-82,image,2231,Grass 6.jpg,target,,F,,filler,
15,1730475924566,01/11/2024 15:45:24,1730457924566,-5,01/11/2024 05:45:24,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,2,image,Screen 2,7vpf45,2,response,9,732.8400000000001,1743.6599999999999,1745.0599999999995,732.8400000000001,1743.6599999999999,1745.0599999999995,1,732.8400000000001,1012.2199999999993,0,,Slider,Slider,4,object-78,image,2231,Grass 6.jpg,target,,F,,filler,
16,1730475924582,01/11/2024 15:45:24,1730457924582,-5,01/11/2024 05:45:24,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,3,image,Screen 1,l8m57c,1,info,,8.460000000000946,0,8.460000000000946,8.460000000000946,0,8.460000000000946,1,8.460000000000946,0,0,,Slider,Slider,4,object-51,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
17,1730475927003,01/11/2024 15:45:27,1730457927003,-5,01/11/2024 05:45:27,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,3,image,Screen 1,l8m57c,1,continue,,2439.3999999999996,2435.039999999999,2439.3999999999996,2439.3999999999996,2435.039999999999,2439.3999999999996,1,2439.3999999999996,0,0,,Click To Continue,Continue Button,7,object-69,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
18,1730475927003,01/11/2024 15:45:27,1730457927003,-5,01/11/2024 05:45:27,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,3,image,Screen 1,l8m57c,1,response,1,1049.8399999999983,2435.039999999999,2440.3999999999996,1049.8399999999983,2435.039999999999,2440.3999999999996,1,1049.8399999999983,1390.5600000000013,0,,Slider,Slider,4,object-51,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
19,1730475927011,01/11/2024 15:45:27,1730457927011,-5,01/11/2024 05:45:27,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,3,image,Screen 2,7vpf45,2,info,,7.43999999999869,0,7.43999999999869,7.43999999999869,0,7.43999999999869,1,7.43999999999869,0,0,,Slider,Slider,4,object-78,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
20,1730475928770,01/11/2024 15:45:28,1730457928770,-5,01/11/2024 05:45:28,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,3,image,Screen 2,7vpf45,2,continue,,1772.3600000000006,1770.7999999999993,1772.3600000000006,1772.3600000000006,1770.7999999999993,1772.3600000000006,1,1772.3600000000006,0,0,,Click To Continue,Continue Button,7,object-82,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
21,1730475928771,01/11/2024 15:45:28,1730457928771,-5,01/11/2024 05:45:28,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,3,image,Screen 2,7vpf45,2,response,7,747.6000000000022,1770.7999999999993,1773.3600000000006,747.6000000000022,1770.7999999999993,1773.3600000000006,1,747.6000000000022,1025.7599999999984,0,,Slider,Slider,4,object-78,image,320,fe20fb1d85b9e167448d8579e2dc9afa.jpg,target,,J,,target,
22,1730475928788,01/11/2024 15:45:28,1730457928788,-5,01/11/2024 05:45:28,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,4,image,Screen 1,l8m57c,1,info,,7.639999999999418,0,7.639999999999418,7.639999999999418,0,7.639999999999418,1,7.639999999999418,0,0,,Slider,Slider,4,object-51,image,280,1eafbbd1f74c8a605ae44aaa0c029ff5.jpg,target,,J,,target,
23,1730475931463,01/11/2024 15:45:31,1730457931463,-5,01/11/2024 05:45:31,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,4,image,Screen 1,l8m57c,1,continue,,2693.5600000000013,2686.5200000000004,2693.5600000000013,2693.5600000000013,2686.5200000000004,2693.5600000000013,1,2693.5600000000013,0,0,,Click To Continue,Continue Button,7,object-69,image,280,1eafbbd1f74c8a605ae44aaa0c029ff5.jpg,target,,J,,target,
24,1730475931464,01/11/2024 15:45:31,1730457931464,-5,01/11/2024 05:45:31,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,4,image,Screen 1,l8m57c,1,response,4,956.5200000000004,2686.5200000000004,2694.5600000000013,956.5200000000004,2686.5200000000004,2694.5600000000013,1,956.5200000000004,1738.0400000000009,0,,Slider,Slider,4,object-51,image,280,1eafbbd1f74c8a605ae44aaa0c029ff5.jpg,target,,J,,target,
25,1730475931473,01/11/2024 15:45:31,1730457931473,-5,01/11/2024 05:45:31,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,4,image,Screen 2,7vpf45,2,info,,8.239999999997963,0,8.239999999997963,8.239999999997963,0,8.239999999997963,1,8.239999999997963,0,0,,Slider,Slider,4,object-78,image,280,1eafbbd1f74c8a605ae44aaa0c029ff5.jpg,target,,J,,target,
26,1730475933468,01/11/2024 15:45:33,1730457933468,-5,01/11/2024 05:45:33,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,4,image,Screen 2,7vpf45,2,continue,,2012.0400000000009,2010.9799999999996,2012.0400000000009,2012.0400000000009,2010.9799999999996,2012.0400000000009,1,2012.0400000000009,0,0,,Click To Continue,Continue Button,7,object-82,image,280,1eafbbd1f74c8a605ae44aaa0c029ff5.jpg,target,,J,,target,
27,1730475933470,01/11/2024 15:45:33,1730457933470,-5,01/11/2024 05:45:33,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,4,image,Screen 2,7vpf45,2,response,4,807.2800000000025,2010.9799999999996,2015.0400000000009,807.2800000000025,2010.9799999999996,2015.0400000000009,1,807.2800000000025,1207.7599999999984,0,,Slider,Slider,4,object-78,image,280,1eafbbd1f74c8a605ae44aaa0c029ff5.jpg,target,,J,,target,
28,1730475933483,01/11/2024 15:45:33,1730457933483,-5,01/11/2024 05:45:33,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,5,image,Screen 1,l8m57c,1,info,,8.19999999999709,0,8.19999999999709,8.19999999999709,0,8.19999999999709,1,8.19999999999709,0,0,,Slider,Slider,4,object-51,image,87,6cb2b2a420aafa64f282ef22e112d0b2.jpg,target,,F,,filler,
29,1730475935958,01/11/2024 15:45:35,1730457935958,-5,01/11/2024 05:45:35,187004,4,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2,41051575,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_1_try,emo_1_try,5,image,Screen 1,l8m57c,1,continue,,2490.8200000000033,2482.6200000000026,2490.8200000000033,2490.8200000000033,2482.6200000000026,2490.8200000000033,1,2490.8200000000033,0,0,,Click To Continue,Continue Button,7,object-69,image,87,6cb2b2a420aafa64f282ef22e112d0b2.jpg,target,,F,,filler,
