Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1728924460782,14/10/2024 16:47:40,1728899260782,-7,14/10/2024 02:47:40,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1728924485337,14/10/2024 16:48:05,1728899285337,-7,14/10/2024 02:48:05,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,jpvh8n,1,Age:,response,value,35,,,Number Entry,2,object-4
3,1728924485337,14/10/2024 16:48:05,1728899285337,-7,14/10/2024 02:48:05,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,jpvh8n,1,Gender:,response,value,Male,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
4,1728924485338,14/10/2024 16:48:05,1728899285338,-7,14/10/2024 02:48:05,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,jpvh8n,1,Gender:,response,quantised,1,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
5,1728924485338,14/10/2024 16:48:05,1728899285338,-7,14/10/2024 02:48:05,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Black or African American,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
6,1728924485338,14/10/2024 16:48:05,1728899285338,-7,14/10/2024 02:48:05,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,White,1,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
7,1728924485339,14/10/2024 16:48:05,1728899285339,-7,14/10/2024 02:48:05,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Asian,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
8,1728924485339,14/10/2024 16:48:05,1728899285339,-7,14/10/2024 02:48:05,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,Native Hawaiian or Pacific Islander,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
9,1728924485340,14/10/2024 16:48:05,1728899285340,-7,14/10/2024 02:48:05,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,American Indian/Alaska Native,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
10,1728924485340,14/10/2024 16:48:05,1728899285340,-7,14/10/2024 02:48:05,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,jpvh8n,1,Race:,response,__other,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
11,1728924485341,14/10/2024 16:48:05,1728899285341,-7,14/10/2024 02:48:05,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,jpvh8n,1,Ethnicity:,response,value,Non-Hispanic,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
12,1728924485341,14/10/2024 16:48:05,1728899285341,-7,14/10/2024 02:48:05,187004,3,questionnaire-ngcx,,40629800,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,jpvh8n,1,Ethnicity:,response,quantised,2,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
