Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1728924496198,14/10/2024 16:48:16,1728899296198,-7,14/10/2024 02:48:16,187004,3,questionnaire-nzx6,,40629823,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Consent Form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1728924531235,14/10/2024 16:48:51,1728899331235,-7,14/10/2024 02:48:51,187004,3,questionnaire-nzx6,,40629823,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Consent Form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,eouwsm,1,,response,participation-I Agree,1,,participation,Consent Form,5,object-11
3,1728924531235,14/10/2024 16:48:51,1728899331235,-7,14/10/2024 02:48:51,187004,3,questionnaire-nzx6,,40629823,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Consent Form,4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,END,,,,,
1,1728924541795,14/10/2024 16:49:01,1728910141795,-4,14/10/2024 08:49:01,187004,3,questionnaire-nzx6,,40629846,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Consent Form,4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1728924551662,14/10/2024 16:49:11,1728910151662,-4,14/10/2024 08:49:11,187004,3,questionnaire-nzx6,,40629846,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Consent Form,4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Page 1,eouwsm,1,,response,participation-I Agree,1,,participation,Consent Form,5,object-11
3,1728924551662,14/10/2024 16:49:11,1728910151662,-4,14/10/2024 08:49:11,187004,3,questionnaire-nzx6,,40629846,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Consent Form,4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,,,,,
1,1728924563702,14/10/2024 16:49:23,1728902963702,-6,14/10/2024 04:49:23,187004,3,questionnaire-nzx6,,40629868,BLIND,11852217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x864,,,0,Consent Form,4,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1728924592883,14/10/2024 16:49:52,1728902992883,-6,14/10/2024 04:49:52,187004,3,questionnaire-nzx6,,40629868,BLIND,11852217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x864,,,0,Consent Form,4,Inaccurate~Accurate,1,Inaccurate~Accurate,,Page 1,eouwsm,1,,response,participation-I Agree,1,,participation,Consent Form,5,object-11
3,1728924592883,14/10/2024 16:49:52,1728902992883,-6,14/10/2024 04:49:52,187004,3,questionnaire-nzx6,,40629868,BLIND,11852217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x864,,,0,Consent Form,4,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,END,,,,,
1,1728924609681,14/10/2024 16:50:09,1728910209681,-4,14/10/2024 08:50:09,187004,3,questionnaire-nzx6,,40629905,BLIND,11852234,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1366x768,1358x642,,,0,Consent Form,4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
