Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1731605392388,14/11/2024 17:29:52,1731587392388,-5,14/11/2024 07:29:52,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41353684,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1731605462552,14/11/2024 17:31:02,1731587462552,-5,14/11/2024 07:31:02,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41353684,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,instructions,Screen 5,e3ks8t,1,continue,,70212.8,70196.2,70212.8,70212.8,70196.2,70212.8,1,70212.8,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,
3,1731605465535,14/11/2024 17:31:05,1731587465535,-5,14/11/2024 07:31:05,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41353684,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,instructions,Screen 6,yf7ssf,2,timedOut,,3001.5,2999.800000000003,3001.5,3001.5,2999.800000000003,3001.5,1,3001.5,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,
4,1731605465635,14/11/2024 17:31:05,1731587465635,-5,14/11/2024 07:31:05,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41353684,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,info,,16.90000000000873,0,16.90000000000873,16.90000000000873,0,16.90000000000873,1,16.90000000000873,0,0,,Slider,Slider,4,object-51,image,87,6cb2b2a420aafa64f282ef22e112d0b2.jpg,target,,F,,filler,
5,1731605469445,14/11/2024 17:31:09,1731587469445,-5,14/11/2024 07:31:09,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41353684,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,continue,,3912.699999999997,3899.5999999999913,3912.699999999997,3912.699999999997,3899.5999999999913,3912.699999999997,1,3912.699999999997,0,0,,Click To Continue,Continue Button,7,object-69,image,87,6cb2b2a420aafa64f282ef22e112d0b2.jpg,target,,F,,filler,
6,1731605469447,14/11/2024 17:31:09,1731587469447,-5,14/11/2024 07:31:09,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41353684,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,response,8,2766.5,3899.5999999999913,3914.199999999997,2766.5,3899.5999999999913,3914.199999999997,1,2766.5,1147.699999999997,0,,Slider,Slider,4,object-51,image,87,6cb2b2a420aafa64f282ef22e112d0b2.jpg,target,,F,,filler,
7,1731605469476,14/11/2024 17:31:09,1731587469476,-5,14/11/2024 07:31:09,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41353684,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Slider,4,object-78,image,87,6cb2b2a420aafa64f282ef22e112d0b2.jpg,target,,F,,filler,
8,1731605473319,14/11/2024 17:31:13,1731587473319,-5,14/11/2024 07:31:13,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41353684,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,continue,,3886.4999999985157,3883.2000000000116,3886.4999999985157,3886.4999999985157,3883.2000000000116,3886.4999999985157,1,3886.4999999985157,0,0,,Click To Continue,Continue Button,7,object-82,image,87,6cb2b2a420aafa64f282ef22e112d0b2.jpg,target,,F,,filler,
9,1731605473328,14/11/2024 17:31:13,1731587473328,-5,14/11/2024 07:31:13,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41353684,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,response,6,1400.2000000000116,3883.2000000000116,3895.7999999955355,1400.2000000000116,3883.2000000000116,3895.7999999955355,1,1400.2000000000116,2495.599999995524,0,,Slider,Slider,4,object-78,image,87,6cb2b2a420aafa64f282ef22e112d0b2.jpg,target,,F,,filler,
10,1731605473405,14/11/2024 17:31:13,1731587473405,-5,14/11/2024 07:31:13,187004,8,task-o5xt,repeat-3dmk#2->-repeat-ku6w#1,41353684,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Accurate,,emo_1_try,emo_1_try,2,image,Screen 1,l8m57c,1,info,,16.80000000000291,0,16.80000000000291,16.80000000000291,0,16.80000000000291,1,16.80000000000291,0,0,,Slider,Slider,4,object-51,image,119,2f02c39dabc2c18f71aa323771b1bd08.jpg,target,,F,,filler,
