Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1737473449358,21/01/2025 15:30:49,1737451849358,-6,21/01/2025 03:30:49,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1737473461015,21/01/2025 15:31:01,1737451861015,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Age:,response,value,35,,,Number Entry,2,object-4
3,1737473461016,21/01/2025 15:31:01,1737451861016,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Gender:,response,value,Male,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
4,1737473461016,21/01/2025 15:31:01,1737451861016,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Gender:,response,quantised,1,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
5,1737473461016,21/01/2025 15:31:01,1737451861016,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Race:,response,Black or African American,1,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
6,1737473461018,21/01/2025 15:31:01,1737451861018,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Race:,response,White,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
7,1737473461019,21/01/2025 15:31:01,1737451861019,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Race:,response,Asian,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
8,1737473461019,21/01/2025 15:31:01,1737451861019,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Race:,response,Native Hawaiian or Pacific Islander,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
9,1737473461020,21/01/2025 15:31:01,1737451861020,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Race:,response,American Indian/Alaska Native,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
10,1737473461021,21/01/2025 15:31:01,1737451861021,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Race:,response,__other,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
11,1737473461022,21/01/2025 15:31:01,1737451861022,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Ethnicity:,response,value,Non-Hispanic,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
12,1737473461023,21/01/2025 15:31:01,1737451861023,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Ethnicity:,response,quantised,2,,Hispanic|Non-Hispanic,Multiple Choice,5,object-3
13,1737473461023,21/01/2025 15:31:01,1737451861023,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Years of Education:,response,value,18,,,Number Entry,6,object-5
14,1737473461026,21/01/2025 15:31:01,1737451861026,-6,21/01/2025 03:31:01,153647,19,questionnaire-ngcx,,42629478,BLIND,12435162,,complete,,678fbd5753d94ce99f315d84,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x673,,,0,Demographics form,4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,END,11544,,,,
1,1737473530755,21/01/2025 15:32:10,1737455530755,-5,21/01/2025 05:32:10,153647,19,questionnaire-ngcx,,42629537,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Demographics form,4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1737473558449,21/01/2025 15:32:38,1737455558449,-5,21/01/2025 05:32:38,153647,19,questionnaire-ngcx,,42629537,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Demographics form,4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Age:,response,value,21,,,Number Entry,2,object-4
3,1737473558450,21/01/2025 15:32:38,1737455558450,-5,21/01/2025 05:32:38,153647,19,questionnaire-ngcx,,42629537,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Demographics form,4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Gender:,response,value,Male,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
4,1737473558451,21/01/2025 15:32:38,1737455558451,-5,21/01/2025 05:32:38,153647,19,questionnaire-ngcx,,42629537,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Demographics form,4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Gender:,response,quantised,1,,Male|Female|Not listed/Other,Multiple Choice,3,object-6
5,1737473558452,21/01/2025 15:32:38,1737455558452,-5,21/01/2025 05:32:38,153647,19,questionnaire-ngcx,,42629537,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Demographics form,4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Race:,response,Black or African American,1,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
6,1737473558453,21/01/2025 15:32:38,1737455558453,-5,21/01/2025 05:32:38,153647,19,questionnaire-ngcx,,42629537,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Demographics form,4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Page 1,jpvh8n,1,Race:,response,White,0,,Black or African American|White|Asian|Native Hawaiian or Pacific Islander|American Indian/Alaska Native,Multiple Choice,4,object-2
