Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: memory,Spreadsheet: randomise,Spreadsheet: img,Manipulation: Spreadsheet
1,1737475499017,21/01/2025 16:04:59,1737453899017,-6,21/01/2025 04:04:59,153647,19,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42631113,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1737475500421,21/01/2025 16:05:00,1737453900421,-6,21/01/2025 04:05:00,153647,19,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42631113,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,instructions,Screen 5,e3ks8t,1,continue,,1420.0720000000001,1416.772,1420.0720000000001,1420.0720000000001,1416.772,1420.0720000000001,1,1420.0720000000001,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,
3,1737475503418,21/01/2025 16:05:03,1737453903418,-6,21/01/2025 04:05:03,153647,19,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42631113,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,instructions,Screen 6,yf7ssf,2,timedOut,,3000.500000047684,2999.7,3000.500000047684,3000.500000047684,2999.7,3000.500000047684,1,3000.500000047684,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
4,1737475503449,21/01/2025 16:05:03,1737453903449,-6,21/01/2025 04:05:03,153647,19,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42631113,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 1,l8m57c,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Slider,4,object-51,image,target,F,target,1,Lightning 3.jpg,
5,1737475507768,21/01/2025 16:05:07,1737453907768,-6,21/01/2025 04:05:07,153647,19,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42631113,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 1,l8m57c,1,continue,,4349.4,4333.1,4349.4,4349.4,4333.1,4349.4,1,4349.4,0,0,,Click To Continue,Continue Button,7,object-69,image,target,F,target,1,Lightning 3.jpg,
6,1737475507769,21/01/2025 16:05:07,1737453907769,-6,21/01/2025 04:05:07,153647,19,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42631113,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 1,l8m57c,1,response,2,2899.8999999999996,4333.1,4349.4,2899.8999999999996,4333.1,4349.4,1,2899.8999999999996,1449.5,0,,Slider,Slider,4,object-51,image,target,F,target,1,Lightning 3.jpg,
7,1737475507778,21/01/2025 16:05:07,1737453907778,-6,21/01/2025 04:05:07,153647,19,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42631113,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 2,7vpf45,2,info,,16.299999999999272,0,16.299999999999272,16.299999999999272,0,16.299999999999272,1,16.299999999999272,0,0,,Slider,Slider,4,object-78,image,target,F,target,1,Lightning 3.jpg,
8,1737475511038,21/01/2025 16:05:11,1737453911038,-6,21/01/2025 04:05:11,153647,19,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42631113,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 2,7vpf45,2,continue,,3287.600000023842,3283.7000000000007,3287.600000023842,3287.600000023842,3283.7000000000007,3287.600000023842,1,3287.600000023842,0,0,,Click To Continue,Continue Button,7,object-82,image,target,F,target,1,Lightning 3.jpg,
9,1737475511045,21/01/2025 16:05:11,1737453911045,-6,21/01/2025 04:05:11,153647,19,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42631113,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,1,image,Screen 2,7vpf45,2,response,7,2383.5999999999985,3283.7000000000007,3294.399999976158,2383.5999999999985,3283.7000000000007,3294.399999976158,1,2383.5999999999985,910.7999999761596,0,,Slider,Slider,4,object-78,image,target,F,target,1,Lightning 3.jpg,
10,1737475511068,21/01/2025 16:05:11,1737453911068,-6,21/01/2025 04:05:11,153647,19,task-o5xt,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42631113,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Subjective rating task (Clone),7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,emo_balanced,emo_balanced,2,image,Screen 1,l8m57c,1,info,,16.600000000002183,0,16.600000000002183,16.600000000002183,0,16.600000000002183,1,16.600000000002183,0,0,,Slider,Slider,4,object-51,image,target,F,filler,1,Grass 4.jpg,
